#category mES   deltaE
1	5.27992	0.00817481
1	5.28158	-0.0788258
1	5.28287	0.0631369
1	5.28269	0.111334
1	5.27876	0.0607096
1	5.27495	0.0171849
1	5.27791	0.0779782
1	5.27551	-0.0416887
1	5.28091	-0.00547918
1	5.28218	0.0145853
1	5.27389	0.0767821
1	5.28184	-0.00174145
1	5.28077	0.0674097
1	5.28128	0.0293877
1	5.281	0.0196939
1	5.28547	-0.0613126
1	5.26357	-0.205507
1	5.2797	0.0254538
1	5.28215	-0.0372122
1	5.28234	0.0758877
1	5.25674	-0.210288
1	5.23978	-0.297125
1	5.28314	-0.142487
1	5.27943	0.00849933
1	5.26954	0.101318
1	5.2806	-0.0116006
1	5.27977	-0.00641918
1	5.28191	-0.00348698
1	5.27995	0.0104805
1	5.27512	0.035899
1	5.28129	0.0304395
1	5.27749	0.047168
1	5.26898	-0.0990334
1	5.27589	-0.0104156
1	5.2752	0.060086
1	5.27962	-0.00537433
1	5.27586	0.00741116
1	5.2829	-0.0331379
1	5.28159	-0.199653
1	5.27815	-0.0257961
1	5.27793	0.0588017
1	5.27669	-0.000605694
1	5.27751	0.0908331
1	5.28762	-0.200288
1	5.28821	-0.053973
1	5.27918	-0.060102
1	5.28009	0.0355307
1	5.27706	0.00523275
1	5.2786	0.0114495
1	5.26177	-0.214565
1	5.2851	-0.139691
1	5.27691	-0.0665555
1	5.27623	0.067529
1	5.28166	-0.0135725
1	5.28159	0.00812416
1	5.2838	-0.0367969
1	5.28211	-0.066867
1	5.28342	-0.0176099
1	5.2783	0.0623562
1	5.25563	-0.176337
1	5.27977	0.0284529
1	5.26765	0.0412591
1	5.27857	0.0547242
1	5.28002	-0.00299068
1	5.27525	0.0393125
1	5.27351	-0.0271174
1	5.27939	0.037084
1	5.27382	0.266623
1	5.2776	0.0510926
1	5.27457	0.0393176
1	5.28039	0.0111708
1	5.27986	-0.023584
1	5.27899	-0.047632
1	5.27741	0.0681068
1	5.27938	0.0391684
1	5.28427	0.0120489
1	5.28707	0.00135343
1	5.27827	-0.106035
1	5.27694	-0.00874919
1	5.28049	0.0551802
1	5.27731	0.0464543
1	5.222	0.0995104
1	5.28237	0.0242446
1	5.27939	-0.0436257
1	5.28058	-0.234533
1	5.27633	-0.0951119
1	5.27832	0.0301342
1	5.27463	-0.0373467
1	5.27994	-0.0035818
1	5.27814	-0.00161922
1	5.27629	0.0252757
1	5.27791	0.0371572
1	5.27269	-0.0606935
1	5.27622	-0.0406467
1	5.27875	-0.131939
1	5.2784	0.0171148
1	5.27816	-0.09267
1	5.27855	0.0531639
1	5.27909	-0.0608864
1	5.28002	0.0525686
1	5.27724	0.0289105
1	5.27747	-0.0390018
1	5.27813	0.00680233
1	5.28217	0.000344789
1	5.27963	0.0351494
1	5.28148	0.0463751
1	5.28087	-0.0486074
1	5.27709	-0.14441
1	5.25338	-0.299374
1	5.28054	0.0189864
1	5.27073	-0.122464
1	5.28281	-0.0320289
1	5.26154	-0.0836494
1	5.28193	-0.0362016
1	5.2784	0.0239277
1	5.28502	0.0654066
1	5.27961	0.00430891
1	5.2776	-0.0664715
1	5.28099	0.019622
1	5.27866	0.0713436
1	5.28274	0.0302286
1	5.27737	0.0402942
1	5.27758	0.0635495
1	5.27834	0.0303473
1	5.28059	0.00619888
1	5.26153	-0.174264
1	5.27663	0.0716121
1	5.27049	-0.202533
1	5.28189	0.0531684
1	5.28072	0.010193
1	5.27832	0.0209907
1	5.27401	-0.128592
1	5.28125	-0.0172102
1	5.28327	-0.169692
1	5.27843	-0.0604404
1	5.27934	0.0518588
1	5.27893	-0.00266221
1	5.27401	-0.0642216
1	5.27643	-0.108392
1	5.28008	0.066907
1	5.28038	0.0445616
1	5.27738	0.0450235
1	5.27917	-0.00469637
1	5.27792	0.02301
1	5.26869	-0.0793582
1	5.28045	0.0605849
1	5.27008	-0.182348
1	5.28171	-0.269426
1	5.27766	0.0570689
1	5.27703	0.01441
1	5.28125	0.0456351
1	5.27872	-0.0483524
1	5.28147	-0.116516
1	5.28121	0.030326
1	5.27933	-0.129747
1	5.28125	-0.0173313
1	5.27325	-0.0510294
1	5.28262	0.0161926
1	5.25607	-0.0683204
1	5.27589	-0.182584
1	5.27859	0.00778324
1	5.28332	-0.0894801
1	5.27789	0.0509383
1	5.28428	-0.0556831
1	5.27685	0.0479146
1	5.2765	0.0464157
1	5.27614	0.0542323
1	5.28346	-0.0381955
1	5.28087	-0.058483
1	5.2783	-0.00505276
1	5.27627	0.0112491
1	5.28117	0.0369281
1	5.28594	0.0616856
1	5.28572	-0.0257355
1	5.27447	-0.0948925
1	5.28667	-0.00614655
1	5.27878	-0.038569
1	5.27974	0.0816021
1	5.27615	-0.242194
1	5.25508	-0.262128
1	5.284	0.000514056
1	5.27464	-0.00634647
1	5.28182	-0.0382019
1	5.27551	-0.271941
1	5.27986	0.0644101
1	5.27885	-0.0481054
1	5.28302	0.0819668
1	5.27959	0.0565079
1	5.27844	0.016904
1	5.27751	0.0562758
1	5.27812	-0.0779839
1	5.27782	-0.00920299
1	5.26357	-0.208137
1	5.28174	-0.0233094
1	5.28144	-0.0223825
1	5.2795	0.00787531
1	5.27773	-0.024491
1	5.23485	-0.283759
1	5.27699	0.0292634
1	5.28044	-0.00206431
1	5.2851	-0.123758
1	5.27966	0.0229736
1	5.27513	-0.250063
1	5.28075	0.0673408
1	5.28084	-0.0751809
1	5.27954	-0.0177939
1	5.28099	-0.00520665
1	5.28181	-0.0624018
1	5.2813	0.0113774
1	5.28249	0.0913929
1	5.28323	-0.0397891
1	5.26023	-0.116512
1	5.24849	-0.0967168
1	5.26158	-0.179998
1	5.28217	-4.69E-05
1	5.28189	0.00512874
1	5.27807	0.0482643
1	5.24685	-0.272381
1	5.27593	0.0436526
1	5.27976	-0.0458297
1	5.2824	-0.0479244
1	5.28238	-0.00558317
1	5.28119	0.0260037
1	5.26255	-0.0997064
1	5.28274	0.0186871
1	5.27946	0.044666
1	5.27812	-0.0639557
1	5.28166	-0.0202908
1	5.27674	0.00242419
1	5.2164	0.113694
1	5.28127	-0.047659
1	5.23394	0.0881623
1	5.27213	0.0082793
1	5.27861	-0.147552
1	5.28476	0.0501967
1	5.26638	-0.214874
1	5.28566	-0.0851407
1	5.24883	-0.204018
1	5.27489	0.0380125
1	5.27824	0.00311659
1	5.26877	-0.285965
1	5.28185	0.0601123
1	5.27203	0.196213
1	5.27709	-0.0159722
1	5.28029	0.0390762
1	5.28245	0.0215686
1	5.27194	0.0649401
1	5.27618	0.0405604
1	5.28267	0.0406585
1	5.2741	0.00561554
1	5.26531	-0.131795
1	5.275	0.0154015
1	5.28084	-0.0138161
1	5.28619	0.0223195
1	5.27689	-0.0421413
1	5.28011	-0.000776063
1	5.27967	-0.0676798
1	5.26552	-0.180581
1	5.28235	0.0270731
1	5.27585	0.0240623
1	5.27529	-0.0225628
1	5.27674	0.0117653
1	5.28286	-0.0601915
1	5.282	-0.0131829
1	5.28122	-0.0182607
1	5.27925	0.0510778
1	5.28231	-0.0249631
1	5.28133	0.0197287
1	5.27594	0.00103825
1	5.28197	-0.00604721
1	5.20118	-0.296599
1	5.28393	-0.27638
1	5.27905	0.0803385
1	5.28527	-0.0646931
1	5.27837	-0.0176606
1	5.28116	0.022078
1	5.2783	0.0494284
1	5.28181	0.0583812
1	5.28433	-0.0291476
1	5.28109	0.0156182
1	5.27799	0.0181971
1	5.27853	-0.0406655
1	5.27849	0.067752
1	5.2811	-0.0178297
1	5.28016	-0.0216442
1	5.27692	-0.156641
1	5.28264	0.0452821
1	5.27712	0.00994847
1	5.28045	-0.0428817
1	5.27959	0.0360142
1	5.28018	-0.030173
1	5.27956	-0.153211
1	5.27683	0.0386905
1	5.24322	-0.236595
1	5.25208	-0.268567
1	5.2631	-0.232611
1	5.28211	-0.0640927
1	5.27473	-0.0414731
1	5.27643	0.0189277
1	5.27857	-0.0375762
1	5.2658	-0.0972286
1	5.28236	0.00163666
1	5.27236	0.0671388
1	5.24821	-0.228847
1	5.27678	0.0432666
1	5.28194	0.00218251
1	5.27759	0.0341397
1	5.27695	0.0280434
1	5.28278	-0.0767734
1	5.28201	0.0338865
1	5.27502	0.0813308
1	5.28208	-0.093934
1	5.24483	-0.0533758
1	5.2757	0.0568711
1	5.28209	-0.0567271
1	5.28049	-0.0540043
1	5.27725	-0.0117416
1	5.27731	-0.00552763
1	5.28567	0.0643327
1	5.2844	-0.234619
1	5.28243	-0.0893999
1	5.2848	-0.258069
1	5.27718	0.047638
1	5.21883	-0.193284
1	5.25253	-0.236794
1	5.28066	0.0414423
1	5.28025	-0.00271734
1	5.2807	0.0337466
1	5.27751	0.00599672
1	5.28254	0.0470708
1	5.28311	-0.0359596
1	5.28132	-0.00960662
1	5.27881	0.0588747
1	5.2818	0.0220507
1	5.27694	0.0473581
1	5.28083	-0.0429228
1	5.27609	0.0437043
1	5.28117	-0.048199
1	5.27458	0.05199
1	5.28036	0.012593
1	5.28039	-0.0114504
1	5.27274	0.0221944
1	5.28478	0.0431472
1	5.28032	0.0132962
1	5.26533	-0.123919
1	5.28201	0.0243566
1	5.27828	-0.0492555
1	5.27902	0.0192152
1	5.28101	0.0125679
1	5.27597	-0.0114854
1	5.28556	0.126061
1	5.26951	0.0861772
